Date,20E_x,70E_x,80E_x,100E_x,120E_x,140E_x,160E_x,120W_x,40W_x,10W_x,Year_x,Month_x,Value_x,PosibleNino_x,PosibleNina_x,Precipitaciones_x,Temperaturas_x,Humedades_x,20E_y,70E_y,80E_y,100E_y,120E_y,140E_y,160E_y,120W_y,40W_y,10W_y,Year_y,Month_y,Value_y,PosibleNino_y,PosibleNina_y,Precipitaciones_y,Temperaturas_y,Humedades_y,Name,AporCaudal,ENOS
2004-08-20,-1.33,-0.98,-0.02,0.97,1.19,1.35,1.15,0.53,-0.56,-1.24,2004.0,8.0,0.6,1.0,0.0,10.7,29.1,96.43,-1.33,-0.98,-0.02,0.97,1.19,1.35,1.15,0.53,-0.56,-1.24,2004.0,8.0,0.6,1.0,0.0,10.7,29.1,96.43,NARE,54.76,False
2004-08-21,-1.33,-0.98,-0.02,0.97,1.19,1.35,1.15,0.53,-0.56,-1.24,2004.0,8.0,0.6,1.0,0.0,5.6,28.2,96.43,-1.33,-0.98,-0.02,0.97,1.19,1.35,1.15,0.53,-0.56,-1.24,2004.0,8.0,0.6,1.0,0.0,5.6,28.2,96.43,NARE,53.45,False
2004-08-22,-0.35,-0.27,-0.04,0.21,0.3,0.34,0.29,0.13,-0.14,-0.32,2004.0,8.0,0.6,1.0,0.0,0.0,29.4,96.43,-0.35,-0.27,-0.04,0.21,0.3,0.34,0.29,0.13,-0.14,-0.32,2004.0,8.0,0.6,1.0,0.0,0.0,29.4,96.43,NARE,35.672,False
2004-08-23,-0.35,-0.27,-0.04,0.21,0.3,0.34,0.29,0.13,-0.14,-0.32,2004.0,8.0,0.6,1.0,0.0,2.75,27.8,96.43,-0.35,-0.27,-0.04,0.21,0.3,0.34,0.29,0.13,-0.14,-0.32,2004.0,8.0,0.6,1.0,0.0,2.75,27.8,96.43,NARE,22.574,False
2004-08-24,-0.35,-0.27,-0.04,0.21,0.3,0.34,0.29,0.13,-0.14,-0.32,2004.0,8.0,0.6,1.0,0.0,33.3,28.6,96.43,-0.35,-0.27,-0.04,0.21,0.3,0.34,0.29,0.13,-0.14,-0.32,2004.0,8.0,0.6,1.0,0.0,33.3,28.6,96.43,NARE,27.67,False
2004-08-25,-0.35,-0.27,-0.04,0.21,0.3,0.34,0.29,0.13,-0.14,-0.32,2004.0,8.0,0.6,1.0,0.0,11.3,28.8,96.43,-0.35,-0.27,-0.04,0.21,0.3,0.34,0.29,0.13,-0.14,-0.32,2004.0,8.0,0.6,1.0,0.0,11.3,28.8,96.43,NARE,114.574,False
2004-08-26,-0.35,-0.27,-0.04,0.21,0.3,0.34,0.29,0.13,-0.14,-0.32,2004.0,8.0,0.6,1.0,0.0,28.2,27.9,96.43,-0.35,-0.27,-0.04,0.21,0.3,0.34,0.29,0.13,-0.14,-0.32,2004.0,8.0,0.6,1.0,0.0,28.2,27.9,96.43,NARE,67.849,False
2004-08-27,-0.44,-0.48,-0.3,0.09,0.29,0.45,0.5,0.41,0.06,-0.27,2004.0,8.0,0.6,1.0,0.0,6.2,24.6,96.43,-0.44,-0.48,-0.3,0.09,0.29,0.45,0.5,0.41,0.06,-0.27,2004.0,8.0,0.6,1.0,0.0,6.2,24.6,96.43,NARE,88.3,False
2004-08-28,-0.44,-0.48,-0.3,0.09,0.29,0.45,0.5,0.41,0.06,-0.27,2004.0,8.0,0.6,1.0,0.0,8.0,28.2,96.43,-0.44,-0.48,-0.3,0.09,0.29,0.45,0.5,0.41,0.06,-0.27,2004.0,8.0,0.6,1.0,0.0,8.0,28.2,96.43,NARE,66.895,False
2004-08-29,-0.44,-0.48,-0.3,0.09,0.29,0.45,0.5,0.41,0.06,-0.27,2004.0,8.0,0.6,1.0,0.0,1.4,27.6,96.43,-0.44,-0.48,-0.3,0.09,0.29,0.45,0.5,0.41,0.06,-0.27,2004.0,8.0,0.6,1.0,0.0,1.4,27.6,96.43,NARE,48.897,False
2004-08-30,-0.44,-0.48,-0.3,0.09,0.29,0.45,0.5,0.41,0.06,-0.27,2004.0,8.0,0.6,1.0,0.0,29.1,28.2,96.43,-0.44,-0.48,-0.3,0.09,0.29,0.45,0.5,0.41,0.06,-0.27,2004.0,8.0,0.6,1.0,0.0,29.1,28.2,96.43,NARE,32.66,False
2004-08-31,-0.44,-0.48,-0.3,0.09,0.29,0.45,0.5,0.41,0.06,-0.27,2004.0,8.0,0.6,1.0,0.0,30.6,27.8,96.43,-0.44,-0.48,-0.3,0.09,0.29,0.45,0.5,0.41,0.06,-0.27,2004.0,8.0,0.6,1.0,0.0,30.6,27.8,96.43,NARE,68.376,False
2004-09-01,-0.74,-0.55,-0.02,0.51,0.58,0.71,0.63,0.31,-0.28,-0.67,2004.0,9.0,0.7,1.0,0.0,0.0,24.0,96.43,-0.74,-0.55,-0.02,0.51,0.58,0.71,0.63,0.31,-0.28,-0.67,2004.0,9.0,0.7,1.0,0.0,0.0,24.0,96.43,NARE,54.583,False
2004-09-02,-0.74,-0.55,-0.02,0.51,0.58,0.71,0.63,0.31,-0.28,-0.67,2004.0,9.0,0.7,1.0,0.0,0.0,29.7,96.43,-0.74,-0.55,-0.02,0.51,0.58,0.71,0.63,0.31,-0.28,-0.67,2004.0,9.0,0.7,1.0,0.0,0.0,29.7,96.43,NARE,36.005,False
2004-09-03,-0.74,-0.55,-0.02,0.51,0.58,0.71,0.63,0.31,-0.28,-0.67,2004.0,9.0,0.7,1.0,0.0,19.9,26.2,96.43,-0.74,-0.55,-0.02,0.51,0.58,0.71,0.63,0.31,-0.28,-0.67,2004.0,9.0,0.7,1.0,0.0,19.9,26.2,96.43,NARE,26.579,False
2004-09-04,-0.74,-0.55,-0.02,0.51,0.58,0.71,0.63,0.31,-0.28,-0.67,2004.0,9.0,0.7,1.0,0.0,48.75,27.3,96.43,-0.74,-0.55,-0.02,0.51,0.58,0.71,0.63,0.31,-0.28,-0.67,2004.0,9.0,0.7,1.0,0.0,48.75,27.3,96.43,NARE,63.673,False
2004-09-05,-0.74,-0.55,-0.02,0.51,0.58,0.71,0.63,0.31,-0.28,-0.67,2004.0,9.0,0.7,1.0,0.0,29.5,26.8,96.43,-0.74,-0.55,-0.02,0.51,0.58,0.71,0.63,0.31,-0.28,-0.67,2004.0,9.0,0.7,1.0,0.0,29.5,26.8,96.43,NARE,86.94,False
2004-09-06,-0.11,-0.13,-0.07,0.04,0.1,0.12,0.12,0.08,0.0,-0.08,2004.0,9.0,0.7,1.0,0.0,0.0,27.1,96.43,-0.11,-0.13,-0.07,0.04,0.1,0.12,0.12,0.08,0.0,-0.08,2004.0,9.0,0.7,1.0,0.0,0.0,27.1,96.43,NARE,53.372,False
2004-09-07,-0.11,-0.13,-0.07,0.04,0.1,0.12,0.12,0.08,0.0,-0.08,2004.0,9.0,0.7,1.0,0.0,14.9,26.2,96.43,-0.11,-0.13,-0.07,0.04,0.1,0.12,0.12,0.08,0.0,-0.08,2004.0,9.0,0.7,1.0,0.0,14.9,26.2,96.43,NARE,54.585,False
2004-09-08,-0.11,-0.13,-0.07,0.04,0.1,0.12,0.12,0.08,0.0,-0.08,2004.0,9.0,0.7,1.0,0.0,39.4,25.5,96.43,-0.11,-0.13,-0.07,0.04,0.1,0.12,0.12,0.08,0.0,-0.08,2004.0,9.0,0.7,1.0,0.0,39.4,25.5,96.43,NARE,54.775,False
2004-09-09,-0.11,-0.13,-0.07,0.04,0.1,0.12,0.12,0.08,0.0,-0.08,2004.0,9.0,0.7,1.0,0.0,17.7,24.4,96.43,-0.11,-0.13,-0.07,0.04,0.1,0.12,0.12,0.08,0.0,-0.08,2004.0,9.0,0.7,1.0,0.0,17.7,24.4,96.43,NARE,63.314,False
2004-09-10,-0.11,-0.13,-0.07,0.04,0.1,0.12,0.12,0.08,0.0,-0.08,2004.0,9.0,0.7,1.0,0.0,31.8,24.9,96.43,-0.11,-0.13,-0.07,0.04,0.1,0.12,0.12,0.08,0.0,-0.08,2004.0,9.0,0.7,1.0,0.0,31.8,24.9,96.43,NARE,83.743,False
2004-09-11,-0.03,-0.31,-0.52,-0.39,-0.27,-0.02,0.22,0.43,0.47,0.24,2004.0,9.0,0.7,1.0,0.0,22.0,25.5,96.43,-0.03,-0.31,-0.52,-0.39,-0.27,-0.02,0.22,0.43,0.47,0.24,2004.0,9.0,0.7,1.0,0.0,22.0,25.5,96.43,NARE,86.384,False
2004-09-12,-0.03,-0.31,-0.52,-0.39,-0.27,-0.02,0.22,0.43,0.47,0.24,2004.0,9.0,0.7,1.0,0.0,16.05,26.9,96.43,-0.03,-0.31,-0.52,-0.39,-0.27,-0.02,0.22,0.43,0.47,0.24,2004.0,9.0,0.7,1.0,0.0,16.05,26.9,96.43,NARE,73.33,False
2004-09-13,-0.03,-0.31,-0.52,-0.39,-0.27,-0.02,0.22,0.43,0.47,0.24,2004.0,9.0,0.7,1.0,0.0,5.5,29.2,96.43,-0.03,-0.31,-0.52,-0.39,-0.27,-0.02,0.22,0.43,0.47,0.24,2004.0,9.0,0.7,1.0,0.0,5.5,29.2,96.43,NARE,51.598,False
2004-09-14,-0.03,-0.31,-0.52,-0.39,-0.27,-0.02,0.22,0.43,0.47,0.24,2004.0,9.0,0.7,1.0,0.0,5.9,27.5,96.43,-0.03,-0.31,-0.52,-0.39,-0.27,-0.02,0.22,0.43,0.47,0.24,2004.0,9.0,0.7,1.0,0.0,5.9,27.5,96.43,NARE,51.87,False
2004-09-15,-0.03,-0.31,-0.52,-0.39,-0.27,-0.02,0.22,0.43,0.47,0.24,2004.0,9.0,0.7,1.0,0.0,34.5,27.5,96.43,-0.03,-0.31,-0.52,-0.39,-0.27,-0.02,0.22,0.43,0.47,0.24,2004.0,9.0,0.7,1.0,0.0,34.5,27.5,96.43,NARE,66.973,False
2004-09-16,0.08,-0.59,-1.18,-0.99,-0.69,-0.19,0.35,0.92,1.13,0.69,2004.0,9.0,0.7,1.0,0.0,32.55,28.4,96.43,0.08,-0.59,-1.18,-0.99,-0.69,-0.19,0.35,0.92,1.13,0.69,2004.0,9.0,0.7,1.0,0.0,32.55,28.4,96.43,NARE,60.621,False
2004-09-17,0.08,-0.59,-1.18,-0.99,-0.69,-0.19,0.35,0.92,1.13,0.69,2004.0,9.0,0.7,1.0,0.0,38.5,28.2,96.43,0.08,-0.59,-1.18,-0.99,-0.69,-0.19,0.35,0.92,1.13,0.69,2004.0,9.0,0.7,1.0,0.0,38.5,28.2,96.43,NARE,65.416,False
2004-09-18,0.08,-0.59,-1.18,-0.99,-0.69,-0.19,0.35,0.92,1.13,0.69,2004.0,9.0,0.7,1.0,0.0,18.0,28.4,96.43,0.08,-0.59,-1.18,-0.99,-0.69,-0.19,0.35,0.92,1.13,0.69,2004.0,9.0,0.7,1.0,0.0,18.0,28.4,96.43,NARE,99.15,False
2004-09-19,0.08,-0.59,-1.18,-0.99,-0.69,-0.19,0.35,0.92,1.13,0.69,2004.0,9.0,0.7,1.0,0.0,21.55,25.65,96.43,0.08,-0.59,-1.18,-0.99,-0.69,-0.19,0.35,0.92,1.13,0.69,2004.0,9.0,0.7,1.0,0.0,21.55,25.65,96.43,NARE,80.094,False
2004-09-20,0.08,-0.59,-1.18,-0.99,-0.69,-0.19,0.35,0.92,1.13,0.69,2004.0,9.0,0.7,1.0,0.0,2.2,25.5,96.43,0.08,-0.59,-1.18,-0.99,-0.69,-0.19,0.35,0.92,1.13,0.69,2004.0,9.0,0.7,1.0,0.0,2.2,25.5,96.43,NARE,79.567,False
2004-09-21,0.7,0.05,-0.85,-1.22,-1.02,-0.76,-0.3,0.4,1.06,1.08,2004.0,9.0,0.7,1.0,0.0,0.0,27.5,96.43,0.7,0.05,-0.85,-1.22,-1.02,-0.76,-0.3,0.4,1.06,1.08,2004.0,9.0,0.7,1.0,0.0,0.0,27.5,96.43,NARE,52.42,False
2004-09-22,0.7,0.05,-0.85,-1.22,-1.02,-0.76,-0.3,0.4,1.06,1.08,2004.0,9.0,0.7,1.0,0.0,3.7,27.4,96.43,0.7,0.05,-0.85,-1.22,-1.02,-0.76,-0.3,0.4,1.06,1.08,2004.0,9.0,0.7,1.0,0.0,3.7,27.4,96.43,NARE,46.123,False
2004-09-23,0.7,0.05,-0.85,-1.22,-1.02,-0.76,-0.3,0.4,1.06,1.08,2004.0,9.0,0.7,1.0,0.0,60.5,28.8,96.43,0.7,0.05,-0.85,-1.22,-1.02,-0.76,-0.3,0.4,1.06,1.08,2004.0,9.0,0.7,1.0,0.0,60.5,28.8,96.43,NARE,63.512,False
2004-09-24,0.7,0.05,-0.85,-1.22,-1.02,-0.76,-0.3,0.4,1.06,1.08,2004.0,9.0,0.7,1.0,0.0,11.4,28.5,96.43,0.7,0.05,-0.85,-1.22,-1.02,-0.76,-0.3,0.4,1.06,1.08,2004.0,9.0,0.7,1.0,0.0,11.4,28.5,96.43,NARE,58.25,False
2004-09-25,0.7,0.05,-0.85,-1.22,-1.02,-0.76,-0.3,0.4,1.06,1.08,2004.0,9.0,0.7,1.0,0.0,22.2,27.3,96.43,0.7,0.05,-0.85,-1.22,-1.02,-0.76,-0.3,0.4,1.06,1.08,2004.0,9.0,0.7,1.0,0.0,22.2,27.3,96.43,NARE,44.564,False
2004-09-26,1.14,1.14,0.52,-0.45,-0.64,-1.08,-1.2,-0.93,-0.05,0.78,2004.0,9.0,0.7,1.0,0.0,43.2,28.1,96.43,1.14,1.14,0.52,-0.45,-0.64,-1.08,-1.2,-0.93,-0.05,0.78,2004.0,9.0,0.7,1.0,0.0,43.2,28.1,96.43,NARE,93.779,False
2004-09-27,1.14,1.14,0.52,-0.45,-0.64,-1.08,-1.2,-0.93,-0.05,0.78,2004.0,9.0,0.7,1.0,0.0,48.5,27.3,96.43,1.14,1.14,0.52,-0.45,-0.64,-1.08,-1.2,-0.93,-0.05,0.78,2004.0,9.0,0.7,1.0,0.0,48.5,27.3,96.43,NARE,79.24,False
2004-09-28,1.14,1.14,0.52,-0.45,-0.64,-1.08,-1.2,-0.93,-0.05,0.78,2004.0,9.0,0.7,1.0,0.0,3.0,27.9,96.43,1.14,1.14,0.52,-0.45,-0.64,-1.08,-1.2,-0.93,-0.05,0.78,2004.0,9.0,0.7,1.0,0.0,3.0,27.9,96.43,NARE,88.631,False
2004-09-29,1.14,1.14,0.52,-0.45,-0.64,-1.08,-1.2,-0.93,-0.05,0.78,2004.0,9.0,0.7,1.0,0.0,65.1,28.1,96.43,1.14,1.14,0.52,-0.45,-0.64,-1.08,-1.2,-0.93,-0.05,0.78,2004.0,9.0,0.7,1.0,0.0,65.1,28.1,96.43,NARE,64.81,False
2004-09-30,1.14,1.14,0.52,-0.45,-0.64,-1.08,-1.2,-0.93,-0.05,0.78,2004.0,9.0,0.7,1.0,0.0,18.0,28.4,96.43,1.14,1.14,0.52,-0.45,-0.64,-1.08,-1.2,-0.93,-0.05,0.78,2004.0,9.0,0.7,1.0,0.0,18.0,28.4,96.43,NARE,50.49,False
2004-10-01,0.57,1.37,1.68,0.9,0.56,-0.36,-1.12,-1.67,-1.41,-0.38,2004.0,10.0,0.7,1.0,0.0,0.0,27.5,96.43,0.57,1.37,1.68,0.9,0.56,-0.36,-1.12,-1.67,-1.41,-0.38,2004.0,10.0,0.7,1.0,0.0,0.0,27.5,96.43,NARE,50.813,False
2004-10-02,0.57,1.37,1.68,0.9,0.56,-0.36,-1.12,-1.67,-1.41,-0.38,2004.0,10.0,0.7,1.0,0.0,9.0,28.4,96.43,0.57,1.37,1.68,0.9,0.56,-0.36,-1.12,-1.67,-1.41,-0.38,2004.0,10.0,0.7,1.0,0.0,9.0,28.4,96.43,NARE,49.235,False
2004-10-03,0.57,1.37,1.68,0.9,0.56,-0.36,-1.12,-1.67,-1.41,-0.38,2004.0,10.0,0.7,1.0,0.0,11.8,28.45,96.43,0.57,1.37,1.68,0.9,0.56,-0.36,-1.12,-1.67,-1.41,-0.38,2004.0,10.0,0.7,1.0,0.0,11.8,28.45,96.43,NARE,49.134,False
2004-10-04,0.57,1.37,1.68,0.9,0.56,-0.36,-1.12,-1.67,-1.41,-0.38,2004.0,10.0,0.7,1.0,0.0,19.5,27.7,96.43,0.57,1.37,1.68,0.9,0.56,-0.36,-1.12,-1.67,-1.41,-0.38,2004.0,10.0,0.7,1.0,0.0,19.5,27.7,96.43,NARE,61.19,False
2004-10-05,0.57,1.37,1.68,0.9,0.56,-0.36,-1.12,-1.67,-1.41,-0.38,2004.0,10.0,0.7,1.0,0.0,17.0,27.65,96.43,0.57,1.37,1.68,0.9,0.56,-0.36,-1.12,-1.67,-1.41,-0.38,2004.0,10.0,0.7,1.0,0.0,17.0,27.65,96.43,NARE,50.86,False
2004-10-06,-0.42,0.28,1.03,1.15,1.17,0.62,-0.02,-0.77,-1.26,-0.99,2004.0,10.0,0.7,1.0,0.0,2.7,27.9,96.43,-0.42,0.28,1.03,1.15,1.17,0.62,-0.02,-0.77,-1.26,-0.99,2004.0,10.0,0.7,1.0,0.0,2.7,27.9,96.43,NARE,42.99,False
2004-10-07,-0.42,0.28,1.03,1.15,1.17,0.62,-0.02,-0.77,-1.26,-0.99,2004.0,10.0,0.7,1.0,0.0,21.3,27.4,96.43,-0.42,0.28,1.03,1.15,1.17,0.62,-0.02,-0.77,-1.26,-0.99,2004.0,10.0,0.7,1.0,0.0,21.3,27.4,96.43,NARE,83.02,False
2004-10-08,-0.42,0.28,1.03,1.15,1.17,0.62,-0.02,-0.77,-1.26,-0.99,2004.0,10.0,0.7,1.0,0.0,0.5,27.1,96.43,-0.42,0.28,1.03,1.15,1.17,0.62,-0.02,-0.77,-1.26,-0.99,2004.0,10.0,0.7,1.0,0.0,0.5,27.1,96.43,NARE,39.67,False
2004-10-09,-0.42,0.28,1.03,1.15,1.17,0.62,-0.02,-0.77,-1.26,-0.99,2004.0,10.0,0.7,1.0,0.0,0.0,24.0,96.43,-0.42,0.28,1.03,1.15,1.17,0.62,-0.02,-0.77,-1.26,-0.99,2004.0,10.0,0.7,1.0,0.0,0.0,24.0,96.43,NARE,40.255,False
2004-10-10,-0.42,0.28,1.03,1.15,1.17,0.62,-0.02,-0.77,-1.26,-0.99,2004.0,10.0,0.7,1.0,0.0,0.05,24.8,96.43,-0.42,0.28,1.03,1.15,1.17,0.62,-0.02,-0.77,-1.26,-0.99,2004.0,10.0,0.7,1.0,0.0,0.05,24.8,96.43,NARE,30.56,False
2004-10-11,-0.91,-0.5,0.28,0.9,1.08,1.01,0.69,0.1,-0.7,-1.02,2004.0,10.0,0.7,1.0,0.0,5.95,24.4,96.43,-0.91,-0.5,0.28,0.9,1.08,1.01,0.69,0.1,-0.7,-1.02,2004.0,10.0,0.7,1.0,0.0,5.95,24.4,96.43,NARE,93.32,False
2004-10-12,-0.91,-0.5,0.28,0.9,1.08,1.01,0.69,0.1,-0.7,-1.02,2004.0,10.0,0.7,1.0,0.0,0.2,23.6,96.43,-0.91,-0.5,0.28,0.9,1.08,1.01,0.69,0.1,-0.7,-1.02,2004.0,10.0,0.7,1.0,0.0,0.2,23.6,96.43,NARE,48.15,False
2004-10-13,-0.91,-0.5,0.28,0.9,1.08,1.01,0.69,0.1,-0.7,-1.02,2004.0,10.0,0.7,1.0,0.0,3.1,28.4,96.43,-0.91,-0.5,0.28,0.9,1.08,1.01,0.69,0.1,-0.7,-1.02,2004.0,10.0,0.7,1.0,0.0,3.1,28.4,96.43,NARE,107.43,False
2004-10-14,-0.91,-0.5,0.28,0.9,1.08,1.01,0.69,0.1,-0.7,-1.02,2004.0,10.0,0.7,1.0,0.0,3.0,27.9,96.43,-0.91,-0.5,0.28,0.9,1.08,1.01,0.69,0.1,-0.7,-1.02,2004.0,10.0,0.7,1.0,0.0,3.0,27.9,96.43,NARE,55.2,False
2004-10-15,-0.91,-0.5,0.28,0.9,1.08,1.01,0.69,0.1,-0.7,-1.02,2004.0,10.0,0.7,1.0,0.0,58.3,28.9,96.43,-0.91,-0.5,0.28,0.9,1.08,1.01,0.69,0.1,-0.7,-1.02,2004.0,10.0,0.7,1.0,0.0,58.3,28.9,96.43,NARE,42.82,False
2004-10-16,-2.23,-2.29,-1.14,0.77,1.24,2.13,2.4,1.91,0.22,-1.46,2004.0,10.0,0.7,1.0,0.0,23.0,28.6,96.43,-2.23,-2.29,-1.14,0.77,1.24,2.13,2.4,1.91,0.22,-1.46,2004.0,10.0,0.7,1.0,0.0,23.0,28.6,96.43,NARE,53.17,False
2004-10-17,-2.23,-2.29,-1.14,0.77,1.24,2.13,2.4,1.91,0.22,-1.46,2004.0,10.0,0.7,1.0,0.0,53.5,28.1,96.43,-2.23,-2.29,-1.14,0.77,1.24,2.13,2.4,1.91,0.22,-1.46,2004.0,10.0,0.7,1.0,0.0,53.5,28.1,96.43,NARE,80.88,False
2004-10-18,-2.23,-2.29,-1.14,0.77,1.24,2.13,2.4,1.91,0.22,-1.46,2004.0,10.0,0.7,1.0,0.0,37.5,27.9,96.43,-2.23,-2.29,-1.14,0.77,1.24,2.13,2.4,1.91,0.22,-1.46,2004.0,10.0,0.7,1.0,0.0,37.5,27.9,96.43,NARE,119.61,False
2004-10-19,-2.23,-2.29,-1.14,0.77,1.24,2.13,2.4,1.91,0.22,-1.46,2004.0,10.0,0.7,1.0,0.0,7.5,24.7,96.43,-2.23,-2.29,-1.14,0.77,1.24,2.13,2.4,1.91,0.22,-1.46,2004.0,10.0,0.7,1.0,0.0,7.5,24.7,96.43,NARE,79.59,False
2004-10-20,-2.23,-2.29,-1.14,0.77,1.24,2.13,2.4,1.91,0.22,-1.46,2004.0,10.0,0.7,1.0,0.0,72.5,26.9,96.43,-2.23,-2.29,-1.14,0.77,1.24,2.13,2.4,1.91,0.22,-1.46,2004.0,10.0,0.7,1.0,0.0,72.5,26.9,96.43,NARE,78.26,False
2004-10-21,-0.66,-1.82,-2.39,-1.41,-0.9,0.37,1.46,2.29,2.05,0.67,2004.0,10.0,0.7,1.0,0.0,4.5,27.4,96.43,-0.66,-1.82,-2.39,-1.41,-0.9,0.37,1.46,2.29,2.05,0.67,2004.0,10.0,0.7,1.0,0.0,4.5,27.4,96.43,NARE,68.84,False
2004-10-22,-0.66,-1.82,-2.39,-1.41,-0.9,0.37,1.46,2.29,2.05,0.67,2004.0,10.0,0.7,1.0,0.0,10.6,24.8,96.43,-0.66,-1.82,-2.39,-1.41,-0.9,0.37,1.46,2.29,2.05,0.67,2004.0,10.0,0.7,1.0,0.0,10.6,24.8,96.43,NARE,55.55,False
2004-10-23,-0.66,-1.82,-2.39,-1.41,-0.9,0.37,1.46,2.29,2.05,0.67,2004.0,10.0,0.7,1.0,0.0,53.5,25.1,96.43,-0.66,-1.82,-2.39,-1.41,-0.9,0.37,1.46,2.29,2.05,0.67,2004.0,10.0,0.7,1.0,0.0,53.5,25.1,96.43,NARE,64.14,False
2004-10-24,-0.66,-1.82,-2.39,-1.41,-0.9,0.37,1.46,2.29,2.05,0.67,2004.0,10.0,0.7,1.0,0.0,40.5,27.3,96.43,-0.66,-1.82,-2.39,-1.41,-0.9,0.37,1.46,2.29,2.05,0.67,2004.0,10.0,0.7,1.0,0.0,40.5,27.3,96.43,NARE,69.66,False
2004-10-25,-0.66,-1.82,-2.39,-1.41,-0.9,0.37,1.46,2.29,2.05,0.67,2004.0,10.0,0.7,1.0,0.0,3.7,27.4,96.43,-0.66,-1.82,-2.39,-1.41,-0.9,0.37,1.46,2.29,2.05,0.67,2004.0,10.0,0.7,1.0,0.0,3.7,27.4,96.43,NARE,108.3,False
2004-10-26,0.82,-0.27,-1.6,-1.91,-1.63,-1.02,-0.15,0.99,1.86,1.61,2004.0,10.0,0.7,1.0,0.0,15.9,27.2,96.43,0.82,-0.27,-1.6,-1.91,-1.63,-1.02,-0.15,0.99,1.86,1.61,2004.0,10.0,0.7,1.0,0.0,15.9,27.2,96.43,NARE,75.88,False
2004-10-27,0.82,-0.27,-1.6,-1.91,-1.63,-1.02,-0.15,0.99,1.86,1.61,2004.0,10.0,0.7,1.0,0.0,7.4,27.1,96.43,0.82,-0.27,-1.6,-1.91,-1.63,-1.02,-0.15,0.99,1.86,1.61,2004.0,10.0,0.7,1.0,0.0,7.4,27.1,96.43,NARE,105.8,False
2004-10-28,0.82,-0.27,-1.6,-1.91,-1.63,-1.02,-0.15,0.99,1.86,1.61,2004.0,10.0,0.7,1.0,0.0,28.5,27.3,96.43,0.82,-0.27,-1.6,-1.91,-1.63,-1.02,-0.15,0.99,1.86,1.61,2004.0,10.0,0.7,1.0,0.0,28.5,27.3,96.43,NARE,124.86,False
2004-10-29,0.82,-0.27,-1.6,-1.91,-1.63,-1.02,-0.15,0.99,1.86,1.61,2004.0,10.0,0.7,1.0,0.0,21.3,26.8,96.43,0.82,-0.27,-1.6,-1.91,-1.63,-1.02,-0.15,0.99,1.86,1.61,2004.0,10.0,0.7,1.0,0.0,21.3,26.8,96.43,NARE,104.75,False
2004-10-30,0.82,-0.27,-1.6,-1.91,-1.63,-1.02,-0.15,0.99,1.86,1.61,2004.0,10.0,0.7,1.0,0.0,19.2,26.9,96.43,0.82,-0.27,-1.6,-1.91,-1.63,-1.02,-0.15,0.99,1.86,1.61,2004.0,10.0,0.7,1.0,0.0,19.2,26.9,96.43,NARE,92.77,False
2004-10-31,0.59,0.27,-0.31,-0.7,-0.66,-0.62,-0.4,0.02,0.53,0.71,2004.0,10.0,0.7,1.0,0.0,6.3,27.3,96.43,0.59,0.27,-0.31,-0.7,-0.66,-0.62,-0.4,0.02,0.53,0.71,2004.0,10.0,0.7,1.0,0.0,6.3,27.3,96.43,NARE,94.08,False
2004-11-01,0.59,0.27,-0.31,-0.7,-0.66,-0.62,-0.4,0.02,0.53,0.71,2004.0,11.0,0.7,1.0,0.0,17.3,27.6,96.43,0.59,0.27,-0.31,-0.7,-0.66,-0.62,-0.4,0.02,0.53,0.71,2004.0,11.0,0.7,1.0,0.0,17.3,27.6,96.43,NARE,72.15,False
2004-11-02,0.59,0.27,-0.31,-0.7,-0.66,-0.62,-0.4,0.02,0.53,0.71,2004.0,11.0,0.7,1.0,0.0,13.2,27.9,96.43,0.59,0.27,-0.31,-0.7,-0.66,-0.62,-0.4,0.02,0.53,0.71,2004.0,11.0,0.7,1.0,0.0,13.2,27.9,96.43,NARE,81.81,False
2004-11-03,0.59,0.27,-0.31,-0.7,-0.66,-0.62,-0.4,0.02,0.53,0.71,2004.0,11.0,0.7,1.0,0.0,8.8,27.5,96.43,0.59,0.27,-0.31,-0.7,-0.66,-0.62,-0.4,0.02,0.53,0.71,2004.0,11.0,0.7,1.0,0.0,8.8,27.5,96.43,NARE,86.39,False
2004-11-04,0.59,0.27,-0.31,-0.7,-0.66,-0.62,-0.4,0.02,0.53,0.71,2004.0,11.0,0.7,1.0,0.0,0.7,27.3,96.43,0.59,0.27,-0.31,-0.7,-0.66,-0.62,-0.4,0.02,0.53,0.71,2004.0,11.0,0.7,1.0,0.0,0.7,27.3,96.43,NARE,78.45,False
2004-11-05,-0.23,-0.32,-0.28,-0.05,0.08,0.22,0.3,0.3,0.14,-0.08,2004.0,11.0,0.7,1.0,0.0,15.45,26.5,96.43,-0.23,-0.32,-0.28,-0.05,0.08,0.22,0.3,0.3,0.14,-0.08,2004.0,11.0,0.7,1.0,0.0,15.45,26.5,96.43,NARE,77.1,False
2004-11-06,-0.23,-0.32,-0.28,-0.05,0.08,0.22,0.3,0.3,0.14,-0.08,2004.0,11.0,0.7,1.0,0.0,33.0,27.8,96.43,-0.23,-0.32,-0.28,-0.05,0.08,0.22,0.3,0.3,0.14,-0.08,2004.0,11.0,0.7,1.0,0.0,33.0,27.8,96.43,NARE,91.42,False
